postId,skills,Job Title,rowType
2498," Bank Guarantee, Sales and Marketing, New Business Development, Sales Management, Pressure Vessels, Oil & Gas, Industrial Marketing, Marketing Management, Storage Tanks, Manager Marketing, Strategy, Market Research",Sales/Business Development Manager,Train
2500," Issue, Senior, Technical, Inbound process, Inbound calls, Bonus, US shift, Software, Sales Associate, Technical support",Associate/Senior Associate -(NonTechnical),Train
2501," marketing, marketing executive, distributors, customer profiling, client servicing, sales strategy, business development, market research, Business Development, sales, sales executive",Direct Marketing Executive,Train
2502," coral draw, computer, toys, games, photoshop, programming, designing, illustrator, animation, flash",Graphic Designer,Train
2503," WCF, MVC, .Net, Salary, Web Technologies",Software Developer,Train
2504," Networking, Area sales, Account management, Direct sales, NSE, Social media, Regional sales, Techno-commercial, Sales account",Sales/Business Development Manager,Train
2505, Citrix,Software Developer,Train
2507," fabric sourcing, knits, technical, production, costing, textile, manufacturing process, fabric testing, apparel, quality",Quality Assurance/Quality Control Executive,Train
2508," Presentation Skills, Effective Communication, Sales, Link Building, Problem Solving, Relationship Building, Third Party, Brand Awareness, Research, Verbal Communication, Marketing, Information Technology",Marketing Research Executive/Manager,Train
2509," Microcontroller, Embedded Engineer, Automotive",Software Developer,Train
2510, LEAD - QLIKVIEW,Team Lead/Technical Lead,Train
2511," Customer Service, Help Desk, Information, Telephony support, customer relationship, access controls, Vendor Management, Asset Management",Design Engineer,Train
2512,"oracle soa, crystal reports, weblogic server, 11g, oracle ucm, bpel, weblogic portal",Software Developer,Train
2513," sap fico consultant, sap fico, SAP FI",ERP Consultant,Train
2514," Fabrication, Costing, AutoCAD, Selection process, Technology leadership, Web content, Cost, New product introduction, Recruitment",R&D Executive,Train
2515,"Food,Beverage,Dairy Products,New Product,Flavour,Flavourist,Sweet Goods",R&D Executive,Train
2516," IT Recruitment, Recruitment Consulting, Senior Level, Recruitment, staffing, Talent Acquisition, resourcing, talent management, Lateral hiring",Staffing Specialist/ Manpower Planning,Train
2517," windows, java, blackberry, php mysql, development, c, android, jquery mobile, mobile, developing, iphone, jquery, objective c, php, developer, object oriented programming, programming",Software Developer,Train
2518, PSD,Workman/Foreman/Technician,Train
2519," it project management, scope, software configuration management, software implementation, software development",Release Manager,Train
2520,"css, html5, photoshop, bootstrap, Web Designing, javascript, jquery, web designer, Creative Designing, web technologies, json, web development, corel draw",Web Designer,Train
2521,"sales strategy,promotions,events,life cycle,Market Research,Competitor Analysis,Market Entry Strategy",Corporate Planning/Strategy Manager,Train
2522," Analytical skills, Training, Diagnostics, Troubleshooting, IEEE",General Practitioner,Train
2523," bpo, Cce, customer support executive, call center, tele sales, Tamil, customer support, voice process, bpo fresher, Telecalling, Domestic BPO, IB, Tele Caller, customer care executive",Associate/Senior Associate -(NonTechnical),Train
2524,"photoshop, javascript, seo, front end, server, css, ux, technical, it, ajax, tools, jquery, scripting, application, web, design, developer, css3",Software Developer,Train
2525," SAP ERP, Web Technologies, Data Management, Data Security, Web Development",Software Developer,Train
2526," blog writing, technical writing, digital content, web content, content writing, web content writing, content writer",Technical Writer,Train
2527," Basic, MIN, Corporate, Employee engagement",HR Manager,Train
2528," Commercial, sap, Accounting, Commercial Management, Commercial Finance, Chartered Accountant, Logistics",Commercial Manager,Train
2529," Business Analyst, Budget development, project planning, control and assurance methodologies, project management, financial planning and analysis, FP and A, FPA, Financial Forecasting, costing",Business Analyst,Train
2530," Customer service, Outbound, Back office, MIS, MS Office, Visual , Mutual funds, NISM, E-commerce",Associate/Senior Associate -(NonTechnical),Train
2531," Plastic Injection Molding, mechanical engineering, Production Engineering",Production Manager,Train
2532," assistant manager - quality, quality coach, qa, manager - quality, manager - projects, manager quality",Head/VP/GM-Quality Assurance & Quality Control,Train
2533," Accounting Standards, Returns, Company Secretary, Companies Act, Compliance, Finance, ROC, Legal, Secretarial Activities, SEBI",Company Secretary,Train
2534," GP Rating, Deck Cadet & Engine Cadet",Deck Cadet,Train
2535,"Javascript, HTML, jQuery, Graphics, Multimedia, CSS3, Computer science, User interface designing, Object oriented design, Content development",Software Developer,Train
2537,"MS SQL,Db2,SQL Development,PLSQL,PL",Testing Engineer,Train
2538,"IT Recruitment,Talent Acquisition,Volume Hiring,It Hiring",Recruitment Executive,Train
2539," TCP, Automation, Linux, Solaris, Testing tools, DNS, VOIP, Perl, cisco, Python",Testing Engineer,Train
2540,"oracle, sql server, sql, server, development, tuning, ado.net, visual studio, oracle 10g, coding, optimization, .net, applications",Software Developer,Train
2541," Datastage, Datastage Developer",Software Developer,Train
2542," data analysis, Customer Service, Help Desk, Information, Telephony support, customer relationship, access controls, Vendor Management, Asset Management",Business Analyst,Train
2543," Training, remediation, Customer experience, Training management, Management",Associate/Senior Associate -(NonTechnical),Train
2544," Sales Operations, Tours, Travel, Follow Ups, Relationship Building, Relationship Management, Selling Skills, Customer Satisfaction, Enquiry Management, Customer Interaction",Tour Mngmt Executive,Train
2545," development, selling, conferences, documents, sales strategies, presentations, client, generation, targets achievements, customer",Sales/Business Development Manager,Train
2546," Human Resource Management, Vendor Management, Orientation, Exit Formalities, HR Manager, Onboarding, HRBP, HR Policies",HR Manager,Train
2547," Technical product configuration, design, integration PHP, MySQL, HTML, C, c++, JavaScript",Software Developer,Train
2548," Product Manager, Marketing Executive, Business Executive, Educational marketing",Marketing Manager,Train
2549," Operations, Shared Services, SLA, Reporting, Recruitment, talent acquisition, Business Partner, Manpower Planning",HR Manager,Train
2550," Bonus, Sales Associate, Technical support, Issue, Senior, Technical, Inbound calls, US shift, Software",Associate/Senior Associate -(Technical),Train
2552," Client Management, Staffing, client servicing, Business Development, Talent Sourcing, Recruitment, Talent Acquisition",Recruitment Executive,Train
2553," bpo, voice, domestic bpo, international bpo, cce, inbound, back office, lpo, call center, kpo, tele caller, fresher, bpo fresher, calling, telesales, non voice, data entry",Fresher,Train
2554,"Rackspace, Office 365, Executive Assistant",EA to Chairman/President/VP,Train
2555," Sales, Sales Executive, Revenue maximization",Sales Executive/Officer,Train
2556," Accounting, Account Management, Consumer Durables",Operations Manager,Train
2558," area, apo, sap scm, consulting, telecom domain, project implementation, sap pp, do, lead, offshore",Functional Outside Consultant,Train
2559," Agile Methodology, Life Cycle, Business Analytics, Capability Building, Requirement Gathering, Contract Management, System Engineering, Quality Assurance, Functional Consultancy, Professional Services",Business Analyst,Train
2560," PHP, Oracle, XML, server, css, ado.net, developing, sql, scripting, database, iis, java, web, MySQL, html, Ajax, JSP, Apache, Joomla, javascript, Drupal, Wordpress, .net, applications, asp",Software Developer,Train
2561," PPC, Automation, ERP, PDF, ISO, Performance management, Cost reduction, Representative, Predictive maintenance, Capacity planning",Workman/Foreman/Technician,Train
2562," Packaging, Market intelligence, US staffing, Bench Sales, Sales, Report generation, Database, Networking",Sales/Business Development Manager,Train
2563," surgeon, general surgery, surgery",Surgeon,Train
2564," diploma, specification, presentation skills, marketing, it marketing, communication skill, good communication, stream, experience, graduate",Marketing Research Executive/Manager,Train
2565," Computer science, Telecom, C++, Core Java, Visual Basic, Healthcare, public sector, Soft skills, Information technology, Cards",Software Developer,Train
2566," insurance, Business Analyst, Life Insurance",Software Developer,Train
2567," bpo, ar, customer service, us healthcare, ites, customer care, english, kpo, healthcare",Associate/Senior Associate -(NonTechnical),Train
2568," SQL Server Administration, SQL Database, MS SQL Server",DBA,Train
2569," mapping, operations, cv, seminars, handling, accounts, general insurance, co, team building, life insurance",Sales/Business Development-Manager,Train
2570," english, skills, good communication skill, grammar, knowledge, content writer, editing, be, flow, ignou",Content Developer,Train
2571," quality analysis, excel, audit, ITIL, itil certified, quality",Quality Assurance/Quality Control Executive,Train
2572,"Web services, GIT, Shell scripting, Machine learning, JDBC, J2Ee, JSON, Scrum, Selenium, Financial services",Software Developer,Train
2573," Capsules, Liquid Orals, Tablets, Production, Quality Assurance",Quality Assurance/Quality Control Executive,Train
2574,"Java, J2Ee, Rest, Elastic Search, Project Delivery, Python, Application Development, Scratch, Project Development, Go, Django, Apache",Software Developer,Train
2575," Performance tuning, Service, Consulting, Trend analysis, English language, Customer satisfaction, Oracle admin, Effort estimation, Lead Administrator, Database Administrator",DBA,Train
2576,"hr,screening,sourcing,telephonic,interviewing,recruitment",HR Executive,Train
2578," CVS, Database, Management, Security operations, HoD, Operations",Training Manager,Train
2579,"Hiring,Training,Customer Relationship,Communication Skills",Sales Executive/Officer,Train
2580," Business Development Management, Growth Strategy, Business Research, Customer Satisfaction",Sales/Business Development Manager,Train
2582," Unit Testing, Front End, Problem Solving, Database, Application Support, SQL, Communication",IT/Networking-Manager,Train
2583," mca, debugging, ckend, documents, dedicated, ms sql server, microsoft sql server, asp net",Software Developer,Train
2584," ISO, Sales operations, Merchant acquiring, Reconciliation, E-commerce",Business Alliances Manager,Train
2585," Business process, SAN, Data management, Agile, Asset management, Oracle, Teradata, Risk management, Financial services, SQL",Team Lead/Technical Lead,Train
2586," PR, Public Relations, Media Relations, Social Media, Editing, Branding, Referral Marketing, brand management, brand promotion, Journalism, Advertising, Communication",Public Relations & Media Relations Manager,Train
2587," Clinical Operations, Regulatory Compliance, Waste Management, Standard Operating Procedures, Operations Management, maintenance management, Nursing, gnm, nurse, OT, icu",Nurse,Train
2588," Housekeeping, Front Office, laundry, Guest Relations, Facilities",Housekeeping Executive/Assistant.,Train
2589," customer profiling, market research, sales executive, marketing executive, distributors, sales strategy, Business Development",Marketing Manager,Train
2590," software development, Business Analyst, WebSphere, WTX, EDI, SQL Server, SDLC",Business Analyst,Train
2591,"Javascript, JSON, Rest, HTML, Web Services, Ionic Framework, Html5, SVN, GIT, Web Technologies",Software Developer,Train
2592,"IntelliJ,Java EE,Maven,Rest,Jboss Application Server,Eclipse,Javascript,Apache Tomcat,Spring,SOAP",Software Developer,Train
2593," cost reduction, product design, project management, process development, product development, plant engineering, technical documentation, capital budgeting",Head/VP/GM-R&D,Train
2594," Analytical, IT sales, Network management, Sales Executive",Sales Executive/Officer,Train
2595," Team Management, Team Handling, Customer Relationship, Real Estate, property, Collections, customer relationship management, crm, recoveries",Operations Manager,Train
2596," cement, field support, co ordination, lab testing, test certificate, products development, rms, company, third party, sourcing",Quality Assurance/Quality Control Executive,Train
2598," Computer accounting, Accounts, Tally, Finance, Accountant",Accounts Executive/Accountant,Train
2599," tech support, BPO, voice, Help Desk, Customer Service, data analysis, customer relationship, cce, inbound, customer service, caller, technical support, voice process, access controls, outbound, uk, calling, non voice, us",Associate/Senior Associate -(Technical),Train
2600," resourcing, standards, development, processes, optimization, scheduling, problem solving, monitoring, tools",Program Manager,Train
2601," data science, HTML, Android, Business objects, Data modeling, Scheduling, Stored procedures, Business intelligence, Troubleshooting, Analytics",Software Developer,Train
2602,"SAN, Workflow, SyBase, development, interfaces, sap, technical, software, HTTP, it, Middleware, Computer science, Data dictionary, application, web, Consulting, h1b, developer, Ale, abap, architecture",Software Developer,Train
2603," excel, MIS Preparation, mis excel, problem solving, MIS Reporting",Associate/Senior Associate -(Technical),Train
2604," Claims, Sales, NBFC, Customer satisfaction, Formulation, Regional sales, Brand awareness, Technical support, Sales support, CRM",Head/VP/GM/National Manager -Sales,Train
2605," strategic sourcing, strategic purchase, strategic procurement",Purchase/Vendor Development Manager,Train
2606," Sales Executive Activities, Marketing, Sales Management",Sales Executive/Officer,Train
2607," production support, development, handling, trouble shooting, administration, query, managing, sharepoint, net",Software Developer,Train
2608,"CSS, Dotcom, Html5, Payment Gateways, IOS, E - commerce, Android, Native, Front End, Javascript, Internet, React.Js",Software Developer,Train
2609,"JCL, Data migration, Microsoft Sharepoint, Db2, Enterprise applications, Cobol, Agile, IMS, Software services, CRM",Software Developer,Train
2610," computer operating, computer operator, back office, customer care, back office executive, customer support, deo, calling, typing, data entry operator, data entry, customer care executive",Fresher,Train
2611," market research, customer profiling, sales executive, marketing executive, distributors, Business Development, sales strategy",Sales Executive/Officer,Train
2613," Hibernate, SQL, XML, Object oriented design, Maven, rest, Automation, development, DOM, analytical, software, Data structures, JSON, Analytics, quality, cloud, java, web, service, design, agile, programming, architecture",Software Developer,Train
2614," Outbound, Antivirus, Technical support, Voice process, Technical Support Executive, Technical, US shift, Inbound voice process, Customer Service Executive, Comp",Associate/Senior Associate -(NonTechnical),Train
2615," Stock Replenishment, Stock Reports, merchandiser, inventory management, po",Merchandiser,Train
2616," TDS, Excel, Operational excellence, Financial reporting, Fixed assets, Accounting, Finance, Standard operating procedures, Physical verification, SOW",Audit Manager,Train
2617," Overseas Education, Counselling",Counselor,Train
2618," US Process, BPO, BPO Executive, Bpo Operations, Domestic BPO, Bpo Sales, Bpo Operations Management, International BPO",Associate/Senior Associate -(NonTechnical),Train
2619," staff nurse, operation theatre",Nurse,Train
2620," Windows, QTP, Troubleshooting, Test scripts, Defect tracking, Hydraulics, CMMI, Scrum, Agile methodology, Selenium",Testing Engineer,Train
2622," XML, Javascript, Oracle, rest, Hibernate, JSP, weblogic, HTML, tools, sql, spring, Core Java, database, jQuery, java, application, web, MySQL, Struts",Software Developer,Train
2623," Oracle SQL, Data Warehousing, Data Modeling, Informatica, Tableau, Data Visualization, Data Science, Toad Data Modeler, Big Data, Data Mining",Technical Architect,Train
2624," Financial accounting, Taxation, Reconciliation, Financial reporting, Balance Sheet, IFRS, Financial services, Financial statements, Wealth management, Operations",Finance/Budgeting Manager,Train
2625," Training, Lead generation, phone, Outbound calling, Relationship, Database, Report preparation, Business Development Executive, Management, Telemarketing",Telesales/Telemarketing Executive/Officer,Train
2627," FMCG Marketing, SALES, fmcg sales, Marketing, fmcg sales executive",Sales Executive/Officer,Train
2628," Social media marketing, Lead generation, Automation, Team management, Google Analytics, Brand management, Brand awareness, Content writing, SEO, Digital marketing",Business Alliances Manager,Train
2629," SAP BO, SAP, SQL, Publishing, User interface designing, ui, RDBMS, Sharing, Sound, Business Executive, programming, Case",Software Developer,Train
2630,"C, html5, Consulting, Javascript, Agile, JSON, Cocoa framework, Swift, Mobile applications, IOS",Software Developer,Train
2631," Business process, Patch management, Service management, SMO, Project management, Application development, Investment management, ITIL, infrastructure services, Service operations",System Analyst,Train
2632," Senior management, Wordpress, Recruitment",HR Manager,Train
2633," RF, VLOOKUP, Power point presentation, Advanced Excel, MIS Executive, Management",Management Information Systems(MIS)-Manager,Train
2635," BPO, Cce, Call Center, Salary, Calling, Communication Skills, Domestic BPO, International BPO, call centre, voice, inbound, customer care, fresher, undergraduate, international call center, bpo fresher, Data Entry, Back Office",Fresher,Train
2636," Compliance, Anti money laundering, Corporate, investment compliance, Customer relationship, Sales initiatives, Research, Management, Investment",Sales/Business Development Manager,Train
2637," flight, office assistance, back office, ticket booking, hotel booking, coordination, Follow Ups, Word, Excel, Visa Processing, Travel Management",Reservations Executive,Train
2638," Copywriter, copy writer, Copy Writing, Content Writer",Copywriter,Train
2639,"sql server, xml, mysql, server, css, technical, software, documentation, developing, photoshop, user interface, sql, layout, coding, database, web, json, developer, net, css3",Software Developer,Train
2640,"Team Management, Team Handling, Credit Risk, Performance Management, B2B Sales, FMCG, Data Analytics",Head/VP/GM/National Manager -Sales,Train
2641," Telecom, IP Telephony, Storage, CCIE, Communication Protocols, Cloud, Cisco, Datacenter, IT Service Delivery, System Integration",Head/VP/GM-Technology(IT)/CTO,Train
2642," Reservation, Costing, SAT, Product pricing, Sales, Excel, MOB, Cost",Reservations Executive,Train
2643," Estimation, Tendering, Costing, Railways",Civil Engineer-Highway/Roadway,Train
2644," Cost Accounting, Product Costing, Raw Material, Financial Analysis, Costing, Accounting, ICWA, Data Analysis, auditing, internal audit",Cost Accountant,Train
2645," impact analysis, security analysis, network security, web technologies, information security, manual testing, client interaction, vulnerability assessment, nmap, nessus",Subject Matter Expert,Train
2646," ERP, Succession Planning, MIS, Reports, Talent Management, Human Resources, HR Policies, Recruitment, Talent Acquisition",Manager / Sr Manager - Administration,Train
2649," MIS reporting, Project coordination, Inspection",Associate/Senior Associate -(NonTechnical),Train
2650," SQL, Ajax, Windows, jQuery, MVC, IIS, Coding, Debugging, Visual Studio, Stored procedures",Software Developer,Train
2651," Content Management, Digital Content, Content Writing",Content Developer,Train
2652, Wordpress,Software Developer,Train
2653," Accounting & finance, Accounting, Finance",Accounts Executive/Accountant,Train
2654," Brand Management, Marketing, FMCG Marketing, Campaign Management, Sales Promotion",Product/Brand Manager,Train
2655, SAP PS Consultant,Outside Technical Consultant,Train
2656," Financial Analyst, Auditing, Financial reporting, Working capital, Wholesale, PHP, HTTP, Excel, Business planning, Financial control",Finance/Budgeting Manager,Train
2657," Inside Sales, Business Development, Sales Executive Activities, Closure, Presentation Skills",Sales Executive/Officer,Train
2658," customer care executive, back office executive, cce, voice process, non voice process, outbound process, international bpo, inbound voice process, chat process, back office support, domestic bpo, domestic calling",Associate/Senior Associate -(NonTechnical),Train
2659," Docker, Cloud, Javascript, Node.Js",Software Developer,Train
2660,"Java,Spring,Rest Services",Technical Architect,Train
2661," Payments, Accounting, Gst, Follow Ups, Communication Skills, Finance, Preparing Invoices, Invoicing, GST filing, Petty Cash, bank transaction",Accounts Executive/Accountant,Train
2662," development, javascript, layout, interfaces, web, design, adobe, illustrator, xhtml, flash",Software Developer,Train
2663," Capital Market, derivatives, Regulatory Reporting, Business Analysis, OTC",Business Analyst,Train
2664," Sales, CCTV",Branch Manager/Regional Manager,Train
2665," JAVA, Business Analysts, development, Web technologies, Architects, XML, design, .Net, PL, Lead Developers, SQL",Software Developer,Train
2666," Expert in Tally and Taxation, Knowledge of Taxation",Accounts Executive/Accountant,Train
2667," mbbs, critical care, icu",Medical Officer,Train
2668," prospecting, outbound, selling skills, sales executive",Sales Executive/Officer,Train
2669," BCom, BBA, Btech, CCE, Voice Process, Non Voice, KPO, Inbound, MBA, MCom, Communication Skills, Customer Support, Backend, BSC, MA, HGS, Fresher, MSC, BA",Associate/Senior Associate -(NonTechnical),Train
2670," customer profiling, market research, sales executive, marketing executive, distributors, sales strategy, Business Development",Sales Executive/Officer,Train
2671," ERP, MS Data management, MIS, Reports, HR Policies, Recruitment, Talent Acquisition, Talent Management, Human Resources",Recruitment Executive,Train
2672," stock broking, capital market, equity, equity dealer, operator, equity advisor, ncfm, advisor, pcg, share, relationship, wealth, hni, advisory, dealing, manager, nri, bolt operator, nism, trader, premier, hnw, service, dealer, rm",Broker/Trader,Train
2673," market research, customer profiling, sales executive, marketing executive, distributors, Business Development, sales strategy , M&A Research Associate",Equity Manager,Train
2674," marketing, planning, comm, road shows, media, events, designing, mass communication",Marketing Research Executive/Manager,Train
2675," US Mortgage, Voice Process",Associate/Senior Associate -(NonTechnical),Train
2676," Design development, Data processing, Productivity enhancement, layout, Operating systems, software, design, Hardware, Research, tools",Software Developer,Train
2677," Engineering consultancy, Loop, Bidding, Control system, PLC, Construction engineering, Detail engineering, Instrumentation, UPS, Petrochemical",Design Engineer,Train
2678," Customer Care, b.com, Accounting",Fresher,Train
2679," Loop, Graphic designing, Web technologies, Illustrator, Tool design, Customer service, Management, Photoshop, Visual Design",Graphic/Web Designer,Train
2680," Project planning, SAP, Process design, Business process modeling, Subject Matter Expert, Gap analysis, Testing, Cloud, Training, HR",Software Developer,Train
2681,"HTML, Javascript, Information technology, server, css, technical, functions, tools, Automotive, scripting, Computer hardware, java, ui, web, design, hardware, level, CSS3, jQuery, Front end, GIT, application, developer, Photoshop",Software Developer,Train
2683," Interfaces, XML Publisher, INV, Oracle Apps Technical, OAF, PLSQL, PL, Reporting, SQL, Aol",Software Developer,Train
2684," Acme, Campus recruitment, Interviewing, Application, Information technology",Software Developer,Train
2685," BPO, Outbound, Email, US shift, Troubleshooting, Night shift, Technical support, Recruitment, Comp, International BPO",Associate/Senior Associate -(NonTechnical),Train
2686," Azure, Networking, Checkpoint Firewall, HSRP, Bgp, Routing Protocols, Switching, Asa, EIGRP, GLBP, VRRP, Sonicwall Firewall, OSPF",Network Administrator,Train
2687,"Foundry, Gravity Die Casting, Non Ferrous, ISO 9001, TPM, Leadership, Production",VP/Principal/Partner,Train
2688," Application support, Networking, Litigation, Consulting, Corporate finance, Forensic, Business advisory, Windows",Software Developer,Train
2689," c, ipc, linux",Software Developer,Train
2690," Bfsi, ITES, SQL, Shell scripting, RDBMS, Healthcare, Messaging, Computer science, Tools, Email",Database Architect/Designer,Train
2692," Com, Healthcare, Consultancy, staff, Marketing Executive",Medical Representative,Train
2693," customer profiling, market research, sales executive, marketing executive, distributors, sales strategy, Business Development",Branch Manager,Train
2694," technical support, resident engineer, desktop support",Customer Support Engineer/Technician,Train
2695," Cce, child development",Teacher/ Private Tutor,Train
2696," Voice process, bpo, process, Website sales, Outbound process, cce, web sales, sales executive, customer care executive",Associate/Senior Associate -(NonTechnical),Train
2699," bpo, voice, accounts receivable, accounts payable, international bpo, backend operations, back office, kpo, blended process, hcl, operations, chat, accenture, captive, non voice, backend, communication skills",Associate/Senior Associate -(NonTechnical),Train
2700," Analytical skills, Software services, Supervision, analytical, quality",Software Developer,Train
2701," Analytical, Focus, Sales Executive, Business Executive",Sales Executive/Officer,Train
2702," HR, HR Generalist, HR strategy",Head/VP/GM-HR,Train
2703," market research, customer profiling, sales executive, marketing executive, distributors, Business Development, sales strategy, erp, sap, ms office",Sales Executive/Officer,Train
2704," change management, application support",Technical Support Engineer,Train
2705," asic, eda, soc, fluent, vlsi, customer focus, fluid dynamics",Design Engineer,Train
2706," Business Development Manager, ESP, CCTV, Fire alarm system, Electronic security, Access control, Project sales, Intruder alarm, Biometrics",Sales/Business Development Manager,Train
2707," Customer Service, Help Desk, Information, Telephony support, customer relationship, access controls, Vendor Management, Asset Management",Engineering Manager,Train
2708," project management, pmp, report preparation, excel powerpoint",Clinical Research Associate/Scientist,Train
2710," Unit testing, Monitoring, Computer science, Software configuration management, Performance management, Service level, Data analytics, Architecture, Resource planning, software architecture",Software Developer,Train
2711," Unix, Java, oracle",Software Developer,Train
2712," talent acquisition, hr recruiter, hiring, non it recruiter, recruitment, recruitment executive, it recruiter",Recruitment Executive,Train
2713," Design Engineer, AutoCAD, Business Executive, Organic chemistry, Process Executive, Chemical, mech",Design Engineer,Train
2714," Tele Sales Executive, tele caller, tele sales, tele calling, Outbound Sales, outbound calling",Telesales/Telemarketing Executive/Officer,Train
2715," Xcode, Multithreading, SWIFT, Objective C, Webservices, iOS, Cocoa",Team Lead/Technical Lead,Train
2716," Jenkins, Quality, SDET, Automation Testing, Selenium, Jira, Testing",Testing Engineer,Train
2717,"platform customization,device driver programming,bsp programming,board bring up customization,bsp customization,Kernel Programming,Linux Device Drivers",Software Developer,Train
2718," purchase management, vendor development, expediting, transportation, logistics, vendor management, negotiation skills, logistic, warehouse, store management, mis, budgeting, variance analysis, Material Management, Supply Chain Management, Planning",Purchase/Vendor Development Manager,Train
2719," User Acceptance Testing, Product Management, Use Cases, Written Communication, Business Process, Agile Process, Project Leading, Agile Development, Leadership Skills, Business Analysis",Sales/Business Development Manager,Train
2720,"Trade finance, Customer satisfaction, Process documentation, Reconciliation, CMS, Cash management, Transaction processing, Back office operations, ISO 9001-2000, Six sigma",Operations Officer,Train
2721," SQL, Coding, Analytical, RTC, development, technical, software, Navision, Microsoft dynamics NAV, microsoft, research, Web services, Staff development, web, international clients, programming",Software Developer,Train
2722," Project management, MEP, Civil engineering, Payroll, commercial projects, Labour, Contracting, Contractor billing, Boq Preparation, Quality standards",Architect,Train
2723," Education, Technical, Schedule, Investigation, Report preparation, Customer complaints, Management, Sales Manager",Branch Manager/Regional Manager,Train
2724," International BPO, International Call Center, voice process, Non Voice Process, Domestic BPO, call center executive, customer care executive, telecaller",Associate/Senior Associate -(NonTechnical),Train
2725," electrical sales, Market research, Sales management",Sales Executive/Officer,Train
2726," Social Media Executive, Digital Marketing Executive, facebook marketing, Management",Media Planning Executive/Manager,Train
2727,"Training, PDF, Debugging, Windows Troubleshooting, Management, microsoft, Troubleshooting, Technical support, Software services, office 365",Technical Support Engineer,Train
2729," data analysis, Customer Service, Help Desk, Information, Telephony support, customer relationship, access controls, Vendor Management",Documentation/Shipping-Executive/Manager,Train
2730," math, maths, Mathematics",Teacher/ Private Tutor,Train
2731,"jQuery, Javascript, WCF, server, software, Business Executive, sql, Computer science, Sql Server 2008, java, Coding, asp.net, oops, .Net, Client interaction, developer, MVC, net",Software Developer,Train
2732," Enterprise applications, Agile, SDLC, Computer science, Backend, Front end, Time management, Schema, Information systems management, SOAP",Software Developer,Train
2733," Project Management, Project Planning, Project Execution, Resource Mobilization, Quality Adherence, Evaluation, Building Project, Planning Skills, Project Manager",Project Manager-Production/Manufacturing/Maintenance,Train
2734," Technical product configuration, design, integration PHP, MySQL, HTML, C, c++, JavaScript",Team Lead/Technical Lead,Train
2736," Windows, VB, ERP, Automation, product life cycle, Manager Technology, Web technologies",Software Developer,Train
2737," Fire, Safety Officer Activities",Outside Consultant,Train
2738,"Soft Skills,Back Office",Associate/Senior Associate -(NonTechnical),Train
2739," Automobile, Technical, Mechanical, CAD, CATIA, Automobile components, Installation, Testing, Software, Servicing",Project Manager-Production/Manufacturing/Maintenance,Train
2740," Algorithms, Tools, Application, Software, Technical, Web application development, Agile scrum, Application software, Customer satisfaction, Business Executive",Software Developer,Train
2742," Communication Skills, International BPO, Chat Process, chat support, email support, non voice, bpo, kpo",Associate/Senior Associate -(NonTechnical),Train
2743," Customer Service Manager, Customer Service Management, manager - operations",Customer Service Manager,Train
2744,"Angularjs, CSS, Azure, Express, html5, react.js, node.js, Javascript, debugging, mongodb, AWS",Software Developer,Train
2745," algorithms, technical lead, lead developer, solution architect, business strategy, digital strategy, problem solving, strategic planning, team lead, lead engineer, software solutions, data structures, digital transformation, technical architect",Team Lead/Technical Lead,Train
2746," bpo, tele calling, domestic bpo, customer service, customer care, call center, tele sales, teamleader, Bengali, team leader, team coach, tl, telecalling, quality analyst",Associate/Senior Associate -(NonTechnical),Train
2747," International trade, Retail, operational support, Social media, Market intelligence, Market research, Merchandising, Operations",Merchandiser,Train
2748," VMware, WebLogic, Linux, Shell Scripting, Oracle Fusion, Oracle SOA, Performance Tuning, Middleware",Software Developer,Train
2749," Android Studio, Android SDK, GIT",Software Developer,Train
2750," Unix, development, software, level, Workflow, Perl, Troubleshooting, tools, Technical support, Computer science, java, Linux, Coding, web, XML, Production operations, service, support, deployment",Software Developer,Train
2751," Back Office, Non Voice",Fresher,Train
2752,"Business reporting, Relationship, Equity, SUB, B2B, Sales",Sales/Business Development Manager,Train
2753," marketing executive, Sales, distributors, customer profiling, sales strategy, Customer service, market research, Business Development, sales executive, Marketing",Sales Executive/Officer,Train
2754," Product Management, Sales, Product Manager, Collection",Sales/Business Development Manager,Train
2755," ar, gl, real estate, management consulting, assets, rf, outsourcing, intermediate, jde, part time",Accounts Executive/Accountant,Train
2756," Relationship management, financial institutions, Forex, Policies, Email, Direct tax, Transfer pricing, Capex, Internal control, Liaising",Head/VP/GM-Accounts,Train
2757," Strategic HR, HR Policies, Talent Management, OD Interventions, Talent Acquisition, Employee Relations, Compensation, Benefits, Organizational Development, Training, Employee Engagement, Employee Grievances, HR Operations",Head/VP/GM-HR,Train
2758," Automobile, Industrial relations, Industrial products, Employee engagement, Performance management system, Marking, Training and Development, MS Office, performance measurement",HR Executive,Train
2760," sales, retail sales",Regional Sales Manager,Train
2761," Fixing Appointments, dealing, Direct Sales, real estate, Channel Sales, Sales Executive, Real Estate Sales, Sales Officer, promotions, Real Estate Marketing, sales executive activities, lead generation, Residential Sales, Client Relationship",Sales Executive/Officer,Train
2762,"Training, Career development, Email, Sharing, Clinical research, REVIT, Camera, Business Executive, Civil engineering, 3DSmax",Sales Trainer,Train
2763," Due diligence, Team management, Capital IQ, Primary research, Bloomberg, Business research, Project management, Analytical, Consulting, Analytics",Business Analyst,Train
2764," Statutory compliance, Local, Administrator Work",Executive/ Sr Executive - Administration,Train
